"data","cat_dado","dado","cat_recorte","recorte","variavel"
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","MAIS DE 20",0
"abril","vida_hoje","Muito satisfeito","renda_familiar","MAIS DE 10 A 20",5.6
"abril","vida_hoje","Satisfeito","renda_familiar","MAIS DE 10 A 20",80.6
"abril","vida_hoje","Insatisfeito","renda_familiar","MAIS DE 10 A 20",11.1
"abril","vida_hoje","Muito insatisfeito","renda_familiar","MAIS DE 10 A 20",0
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","MAIS DE 10 A 20",2.8
"abril","vida_hoje","Muito satisfeito","renda_familiar","MAIS DE 5 A 10",10.9
"abril","vida_hoje","Satisfeito","renda_familiar","MAIS DE 5 A 10",74.2
"abril","vida_hoje","Insatisfeito","renda_familiar","MAIS DE 5 A 10",12.5
"abril","vida_hoje","Muito insatisfeito","renda_familiar","MAIS DE 5 A 10",2
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","MAIS DE 5 A 10",0.4
"abril","vida_hoje","Muito satisfeito","renda_familiar","MAIS DE 2 A 5",9.1
"abril","vida_hoje","Satisfeito","renda_familiar","MAIS DE 2 A 5",70.3
"abril","vida_hoje","Insatisfeito","renda_familiar","MAIS DE 2 A 5",18.6
"abril","vida_hoje","Muito insatisfeito","renda_familiar","MAIS DE 2 A 5",1.7
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","MAIS DE 2 A 5",0.3
"abril","vida_hoje","Muito satisfeito","renda_familiar","MAIS DE 1 A 2",7.5
"abril","vida_hoje","Satisfeito","renda_familiar","MAIS DE 1 A 2",69
"abril","vida_hoje","Insatisfeito","renda_familiar","MAIS DE 1 A 2",21.4
"abril","vida_hoje","Muito insatisfeito","renda_familiar","MAIS DE 1 A 2",1.4
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","MAIS DE 1 A 2",0.6
"abril","vida_hoje","Muito satisfeito","renda_familiar","ATÉ 1",5
"abril","vida_hoje","Satisfeito","renda_familiar","ATÉ 1",71.3
"abril","vida_hoje","Insatisfeito","renda_familiar","ATÉ 1",21.8
"abril","vida_hoje","Muito insatisfeito","renda_familiar","ATÉ 1",1
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","ATÉ 1",1
"abril","vida_hoje","Muito satisfeito","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","vida_hoje","Satisfeito","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","vida_hoje","Insatisfeito","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","vida_hoje","Muito insatisfeito","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","vida_hoje","Muito satisfeito","renda_familiar","NÃO RESPONDEU",11.6
"abril","vida_hoje","Satisfeito","renda_familiar","NÃO RESPONDEU",65.1
"abril","vida_hoje","Insatisfeito","renda_familiar","NÃO RESPONDEU",21.2
"abril","vida_hoje","Muito insatisfeito","renda_familiar","NÃO RESPONDEU",1.4
"abril","vida_hoje","Não sabe/ Não respondeu","renda_familiar","NÃO RESPONDEU",0.7
"abril","interesse_eleicoes","Muito interesse","renda_familiar","MAIS DE 20",10
"abril","interesse_eleicoes","Interesse médio","renda_familiar","MAIS DE 20",30
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","MAIS DE 20",0
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","MAIS DE 20",50
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","MAIS DE 20",10
"abril","interesse_eleicoes","Muito interesse","renda_familiar","MAIS DE 10 A 20",19.4
"abril","interesse_eleicoes","Interesse médio","renda_familiar","MAIS DE 10 A 20",41.7
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","MAIS DE 10 A 20",13.9
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","MAIS DE 10 A 20",25
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","MAIS DE 10 A 20",0
"abril","interesse_eleicoes","Muito interesse","renda_familiar","MAIS DE 5 A 10",18.1
"abril","interesse_eleicoes","Interesse médio","renda_familiar","MAIS DE 5 A 10",33.5
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","MAIS DE 5 A 10",27
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","MAIS DE 5 A 10",21
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","MAIS DE 5 A 10",0.4
"abril","interesse_eleicoes","Muito interesse","renda_familiar","MAIS DE 2 A 5",16.6
"abril","interesse_eleicoes","Interesse médio","renda_familiar","MAIS DE 2 A 5",28.7
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","MAIS DE 2 A 5",26.9
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","MAIS DE 2 A 5",26.7
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","MAIS DE 2 A 5",1.1
"abril","interesse_eleicoes","Muito interesse","renda_familiar","MAIS DE 1 A 2",11
"abril","interesse_eleicoes","Interesse médio","renda_familiar","MAIS DE 1 A 2",25.5
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","MAIS DE 1 A 2",32.9
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","MAIS DE 1 A 2",29.6
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","MAIS DE 1 A 2",1.1
"abril","interesse_eleicoes","Muito interesse","renda_familiar","ATÉ 1",14.4
"abril","interesse_eleicoes","Interesse médio","renda_familiar","ATÉ 1",28.2
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","ATÉ 1",29.7
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","ATÉ 1",25.2
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","ATÉ 1",2.5
"abril","interesse_eleicoes","Muito interesse","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","interesse_eleicoes","Interesse médio","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","interesse_eleicoes","Muito interesse","renda_familiar","NÃO RESPONDEU",14.4
"abril","interesse_eleicoes","Interesse médio","renda_familiar","NÃO RESPONDEU",25.3
"abril","interesse_eleicoes","Pouco interesse","renda_familiar","NÃO RESPONDEU",27.4
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","renda_familiar","NÃO RESPONDEU",30.1
"abril","interesse_eleicoes","Não sabe/ Não respondeu","renda_familiar","NÃO RESPONDEU",2.7
"abril","avaliacao_governo","Ótimo","renda_familiar","MAIS DE 20",0
"abril","avaliacao_governo","Bom","renda_familiar","MAIS DE 20",10
"abril","avaliacao_governo","Regular","renda_familiar","MAIS DE 20",10
"abril","avaliacao_governo","Ruim","renda_familiar","MAIS DE 20",40
"abril","avaliacao_governo","Péssimo","renda_familiar","MAIS DE 20",40
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","MAIS DE 20",0
"abril","avaliacao_governo","Ótimo","renda_familiar","MAIS DE 10 A 20",0
"abril","avaliacao_governo","Bom","renda_familiar","MAIS DE 10 A 20",27.8
"abril","avaliacao_governo","Regular","renda_familiar","MAIS DE 10 A 20",36.1
"abril","avaliacao_governo","Ruim","renda_familiar","MAIS DE 10 A 20",8.3
"abril","avaliacao_governo","Péssimo","renda_familiar","MAIS DE 10 A 20",25
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","MAIS DE 10 A 20",2.8
"abril","avaliacao_governo","Ótimo","renda_familiar","MAIS DE 5 A 10",3.6
"abril","avaliacao_governo","Bom","renda_familiar","MAIS DE 5 A 10",20.2
"abril","avaliacao_governo","Regular","renda_familiar","MAIS DE 5 A 10",33.9
"abril","avaliacao_governo","Ruim","renda_familiar","MAIS DE 5 A 10",20.6
"abril","avaliacao_governo","Péssimo","renda_familiar","MAIS DE 5 A 10",20.6
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","MAIS DE 5 A 10",1.2
"abril","avaliacao_governo","Ótimo","renda_familiar","MAIS DE 2 A 5",6.5
"abril","avaliacao_governo","Bom","renda_familiar","MAIS DE 2 A 5",25.7
"abril","avaliacao_governo","Regular","renda_familiar","MAIS DE 2 A 5",33.8
"abril","avaliacao_governo","Ruim","renda_familiar","MAIS DE 2 A 5",14.9
"abril","avaliacao_governo","Péssimo","renda_familiar","MAIS DE 2 A 5",17.3
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","MAIS DE 2 A 5",1.8
"abril","avaliacao_governo","Ótimo","renda_familiar","MAIS DE 1 A 2",7.1
"abril","avaliacao_governo","Bom","renda_familiar","MAIS DE 1 A 2",30.5
"abril","avaliacao_governo","Regular","renda_familiar","MAIS DE 1 A 2",36
"abril","avaliacao_governo","Ruim","renda_familiar","MAIS DE 1 A 2",11.2
"abril","avaliacao_governo","Péssimo","renda_familiar","MAIS DE 1 A 2",14
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","MAIS DE 1 A 2",1.3
"abril","avaliacao_governo","Ótimo","renda_familiar","ATÉ 1",8.9
"abril","avaliacao_governo","Bom","renda_familiar","ATÉ 1",42.1
"abril","avaliacao_governo","Regular","renda_familiar","ATÉ 1",31.2
"abril","avaliacao_governo","Ruim","renda_familiar","ATÉ 1",7.4
"abril","avaliacao_governo","Péssimo","renda_familiar","ATÉ 1",8.4
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","ATÉ 1",2
"abril","avaliacao_governo","Ótimo","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","avaliacao_governo","Bom","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","avaliacao_governo","Regular","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","avaliacao_governo","Ruim","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","avaliacao_governo","Péssimo","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","avaliacao_governo","Ótimo","renda_familiar","NÃO RESPONDEU",2.7
"abril","avaliacao_governo","Bom","renda_familiar","NÃO RESPONDEU",24.7
"abril","avaliacao_governo","Regular","renda_familiar","NÃO RESPONDEU",34.2
"abril","avaliacao_governo","Ruim","renda_familiar","NÃO RESPONDEU",14.4
"abril","avaliacao_governo","Péssimo","renda_familiar","NÃO RESPONDEU",21.2
"abril","avaliacao_governo","Não sabe/ Não respondeu","renda_familiar","NÃO RESPONDEU",2.7
"abril","aprova_dilma","Aprova","renda_familiar","MAIS DE 20",20
"abril","aprova_dilma","Desaprova","renda_familiar","MAIS DE 20",80
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","MAIS DE 20",0
"abril","aprova_dilma","Aprova","renda_familiar","MAIS DE 10 A 20",47.2
"abril","aprova_dilma","Desaprova","renda_familiar","MAIS DE 10 A 20",50
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","MAIS DE 10 A 20",2.8
"abril","aprova_dilma","Aprova","renda_familiar","MAIS DE 5 A 10",35.5
"abril","aprova_dilma","Desaprova","renda_familiar","MAIS DE 5 A 10",61.7
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","MAIS DE 5 A 10",2.8
"abril","aprova_dilma","Aprova","renda_familiar","MAIS DE 2 A 5",44.1
"abril","aprova_dilma","Desaprova","renda_familiar","MAIS DE 2 A 5",50.4
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","MAIS DE 2 A 5",5.5
"abril","aprova_dilma","Aprova","renda_familiar","MAIS DE 1 A 2",53
"abril","aprova_dilma","Desaprova","renda_familiar","MAIS DE 1 A 2",41.5
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","MAIS DE 1 A 2",5.5
"abril","aprova_dilma","Aprova","renda_familiar","ATÉ 1",63.4
"abril","aprova_dilma","Desaprova","renda_familiar","ATÉ 1",30.7
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","ATÉ 1",5.9
"abril","aprova_dilma","Aprova","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","aprova_dilma","Desaprova","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","aprova_dilma","Aprova","renda_familiar","NÃO RESPONDEU",33.6
"abril","aprova_dilma","Desaprova","renda_familiar","NÃO RESPONDEU",56.2
"abril","aprova_dilma","Não sabe/ Não respondeu","renda_familiar","NÃO RESPONDEU",10.3
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","MAIS DE 20",40
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","MAIS DE 20",50
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","MAIS DE 20",10
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","MAIS DE 20",0
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","MAIS DE 20",0
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","MAIS DE 10 A 20",13.9
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","MAIS DE 10 A 20",63.9
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","MAIS DE 10 A 20",8.3
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","MAIS DE 10 A 20",8.3
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","MAIS DE 10 A 20",5.6
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","MAIS DE 5 A 10",36.3
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","MAIS DE 5 A 10",32.7
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","MAIS DE 5 A 10",23
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","MAIS DE 5 A 10",6
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","MAIS DE 5 A 10",2
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","MAIS DE 2 A 5",31.4
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","MAIS DE 2 A 5",38.8
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","MAIS DE 2 A 5",19.1
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","MAIS DE 2 A 5",7.5
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","MAIS DE 2 A 5",3.3
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","MAIS DE 1 A 2",26.7
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","MAIS DE 1 A 2",40.1
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","MAIS DE 1 A 2",21.1
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","MAIS DE 1 A 2",9.7
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","MAIS DE 1 A 2",2.4
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","ATÉ 1",29.2
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","ATÉ 1",32.2
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","ATÉ 1",20.8
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","ATÉ 1",14.4
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","ATÉ 1",3.5
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","NÃO TEM RENDIMENTO PESSOAL",NA
"abril","grau_mudanca","Mudasse totalmente o governo do país","renda_familiar","NÃO RESPONDEU",32.9
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","renda_familiar","NÃO RESPONDEU",38.4
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","renda_familiar","NÃO RESPONDEU",19.2
"abril","grau_mudanca","Desse total continuidade ao governo atual","renda_familiar","NÃO RESPONDEU",2.1
"abril","grau_mudanca","Não sabe/ Não respondeu","renda_familiar","NÃO RESPONDEU",7.5
"abril","vida_hoje","Muito satisfeito","condicao_municipio","CAPITAL",7.9
"abril","vida_hoje","Satisfeito","condicao_municipio","CAPITAL",69.3
"abril","vida_hoje","Insatisfeito","condicao_municipio","CAPITAL",19.8
"abril","vida_hoje","Muito insatisfeito","condicao_municipio","CAPITAL",2.1
"abril","vida_hoje","Não sabe/ Não respondeu","condicao_municipio","CAPITAL",0.9
"abril","vida_hoje","Muito satisfeito","condicao_municipio","PERIFERIA",11.7
"abril","vida_hoje","Satisfeito","condicao_municipio","PERIFERIA",64.7
"abril","vida_hoje","Insatisfeito","condicao_municipio","PERIFERIA",21.8
"abril","vida_hoje","Muito insatisfeito","condicao_municipio","PERIFERIA",1.9
"abril","vida_hoje","Não sabe/ Não respondeu","condicao_municipio","PERIFERIA",0
"abril","vida_hoje","Muito satisfeito","condicao_municipio","INTERIOR",8.2
"abril","vida_hoje","Satisfeito","condicao_municipio","INTERIOR",71.9
"abril","vida_hoje","Insatisfeito","condicao_municipio","INTERIOR",18.2
"abril","vida_hoje","Muito insatisfeito","condicao_municipio","INTERIOR",1.2
"abril","vida_hoje","Não sabe/ Não respondeu","condicao_municipio","INTERIOR",0.5
"abril","interesse_eleicoes","Muito interesse","condicao_municipio","CAPITAL",12.9
"abril","interesse_eleicoes","Interesse médio","condicao_municipio","CAPITAL",27
"abril","interesse_eleicoes","Pouco interesse","condicao_municipio","CAPITAL",30.4
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","condicao_municipio","CAPITAL",28.2
"abril","interesse_eleicoes","Não sabe/ Não respondeu","condicao_municipio","CAPITAL",1.6
"abril","interesse_eleicoes","Muito interesse","condicao_municipio","PERIFERIA",12.4
"abril","interesse_eleicoes","Interesse médio","condicao_municipio","PERIFERIA",27.8
"abril","interesse_eleicoes","Pouco interesse","condicao_municipio","PERIFERIA",26.7
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","condicao_municipio","PERIFERIA",33.1
"abril","interesse_eleicoes","Não sabe/ Não respondeu","condicao_municipio","PERIFERIA",0
"abril","interesse_eleicoes","Muito interesse","condicao_municipio","INTERIOR",16
"abril","interesse_eleicoes","Interesse médio","condicao_municipio","INTERIOR",28.9
"abril","interesse_eleicoes","Pouco interesse","condicao_municipio","INTERIOR",28.5
"abril","interesse_eleicoes","Nenhum interesse nas eleições que ocorrerão em outubro","condicao_municipio","INTERIOR",25.2
"abril","interesse_eleicoes","Não sabe/ Não respondeu","condicao_municipio","INTERIOR",1.4
"abril","intencao_espontanea","Aécio Neves","condicao_municipio","CAPITAL",7.5
"abril","intencao_espontanea","Dilma Rousseff","condicao_municipio","CAPITAL",20.4
"abril","intencao_espontanea","Eduardo Campos","condicao_municipio","CAPITAL",1.6
"abril","intencao_espontanea","José Serra","condicao_municipio","CAPITAL",0.9
"abril","intencao_espontanea","Lula","condicao_municipio","CAPITAL",7.3
"abril","intencao_espontanea","Marina Silva","condicao_municipio","CAPITAL",4.1
"abril","intencao_espontanea","Outros com menos de 1%","condicao_municipio","CAPITAL",2.5
"abril","intencao_espontanea","Branco/ Nulo","condicao_municipio","CAPITAL",21.4
"abril","intencao_espontanea","Não sabe/ Não respondeu","condicao_municipio","CAPITAL",34.3
"abril","intencao_espontanea","Aécio Neves","condicao_municipio","PERIFERIA",9
"abril","intencao_espontanea","Dilma Rousseff","condicao_municipio","PERIFERIA",26.7
"abril","intencao_espontanea","Eduardo Campos","condicao_municipio","PERIFERIA",1.9
"abril","intencao_espontanea","José Serra","condicao_municipio","PERIFERIA",1.1
"abril","intencao_espontanea","Lula","condicao_municipio","PERIFERIA",7.1
"abril","intencao_espontanea","Marina Silva","condicao_municipio","PERIFERIA",3
"abril","intencao_espontanea","Outros com menos de 1%","condicao_municipio","PERIFERIA",1.1
"abril","intencao_espontanea","Branco/ Nulo","condicao_municipio","PERIFERIA",24.1
"abril","intencao_espontanea","Não sabe/ Não respondeu","condicao_municipio","PERIFERIA",25.9
"abril","intencao_espontanea","Aécio Neves","condicao_municipio","INTERIOR",6.6
"abril","intencao_espontanea","Dilma Rousseff","condicao_municipio","INTERIOR",23.2
"abril","intencao_espontanea","Eduardo Campos","condicao_municipio","INTERIOR",1.5
"abril","intencao_espontanea","José Serra","condicao_municipio","INTERIOR",1.6
"abril","intencao_espontanea","Lula","condicao_municipio","INTERIOR",5.6
"abril","intencao_espontanea","Marina Silva","condicao_municipio","INTERIOR",3.4
"abril","intencao_espontanea","Outros com menos de 1%","condicao_municipio","INTERIOR",1.3
"abril","intencao_espontanea","Branco/ Nulo","condicao_municipio","INTERIOR",16.2
"abril","intencao_espontanea","Não sabe/ Não respondeu","condicao_municipio","INTERIOR",40.6
"abril","intencao_estimulada","Aécio Neves","condicao_municipio","CAPITAL",14
"abril","intencao_estimulada","Denise Abreu","condicao_municipio","CAPITAL",1.1
"abril","intencao_estimulada","Dilma Rousseff","condicao_municipio","CAPITAL",36.9
"abril","intencao_estimulada","Eduardo Campos","condicao_municipio","CAPITAL",4.1
"abril","intencao_estimulada","Levy Fidélix","condicao_municipio","CAPITAL",0.4
"abril","intencao_estimulada","Pastor Everaldo","condicao_municipio","CAPITAL",1.5
"abril","intencao_estimulada","Branco/ Nulo","condicao_municipio","CAPITAL",27.9
"abril","intencao_estimulada","Não sabe/ Não respondeu","condicao_municipio","CAPITAL",14.2
"abril","intencao_estimulada","Aécio Neves","condicao_municipio","PERIFERIA",15
"abril","intencao_estimulada","Denise Abreu","condicao_municipio","PERIFERIA",2.3
"abril","intencao_estimulada","Dilma Rousseff","condicao_municipio","PERIFERIA",36.5
"abril","intencao_estimulada","Eduardo Campos","condicao_municipio","PERIFERIA",4.9
"abril","intencao_estimulada","Levy Fidélix","condicao_municipio","PERIFERIA",0.8
"abril","intencao_estimulada","Pastor Everaldo","condicao_municipio","PERIFERIA",2.3
"abril","intencao_estimulada","Branco/ Nulo","condicao_municipio","PERIFERIA",27.8
"abril","intencao_estimulada","Não sabe/ Não respondeu","condicao_municipio","PERIFERIA",10.5
"abril","intencao_estimulada","Aécio Neves","condicao_municipio","INTERIOR",15
"abril","intencao_estimulada","Denise Abreu","condicao_municipio","INTERIOR",1.2
"abril","intencao_estimulada","Dilma Rousseff","condicao_municipio","INTERIOR",38.3
"abril","intencao_estimulada","Eduardo Campos","condicao_municipio","INTERIOR",6.6
"abril","intencao_estimulada","Levy Fidélix","condicao_municipio","INTERIOR",0.3
"abril","intencao_estimulada","Pastor Everaldo","condicao_municipio","INTERIOR",2.2
"abril","intencao_estimulada","Branco/ Nulo","condicao_municipio","INTERIOR",22.6
"abril","intencao_estimulada","Não sabe/ Não respondeu","condicao_municipio","INTERIOR",13.8
"abril","avaliacao_governo","Ótimo","condicao_municipio","CAPITAL",5.5
"abril","avaliacao_governo","Bom","condicao_municipio","CAPITAL",25.9
"abril","avaliacao_governo","Regular","condicao_municipio","CAPITAL",35.4
"abril","avaliacao_governo","Ruim","condicao_municipio","CAPITAL",15.2
"abril","avaliacao_governo","Péssimo","condicao_municipio","CAPITAL",16.1
"abril","avaliacao_governo","Não sabe/ Não respondeu","condicao_municipio","CAPITAL",2
"abril","avaliacao_governo","Ótimo","condicao_municipio","PERIFERIA",5.6
"abril","avaliacao_governo","Bom","condicao_municipio","PERIFERIA",22.6
"abril","avaliacao_governo","Regular","condicao_municipio","PERIFERIA",31.2
"abril","avaliacao_governo","Ruim","condicao_municipio","PERIFERIA",13.2
"abril","avaliacao_governo","Péssimo","condicao_municipio","PERIFERIA",25.2
"abril","avaliacao_governo","Não sabe/ Não respondeu","condicao_municipio","PERIFERIA",2.3
"abril","avaliacao_governo","Ótimo","condicao_municipio","INTERIOR",6.5
"abril","avaliacao_governo","Bom","condicao_municipio","INTERIOR",30.4
"abril","avaliacao_governo","Regular","condicao_municipio","INTERIOR",34.4
"abril","avaliacao_governo","Ruim","condicao_municipio","INTERIOR",13
"abril","avaliacao_governo","Péssimo","condicao_municipio","INTERIOR",14.4
"abril","avaliacao_governo","Não sabe/ Não respondeu","condicao_municipio","INTERIOR",1.4
"abril","aprova_dilma","Aprova","condicao_municipio","CAPITAL",46.1
"abril","aprova_dilma","Desaprova","condicao_municipio","CAPITAL",47.9
"abril","aprova_dilma","Não sabe/ Não respondeu","condicao_municipio","CAPITAL",6.1
"abril","aprova_dilma","Aprova","condicao_municipio","PERIFERIA",40.2
"abril","aprova_dilma","Desaprova","condicao_municipio","PERIFERIA",54.9
"abril","aprova_dilma","Não sabe/ Não respondeu","condicao_municipio","PERIFERIA",4.9
"abril","aprova_dilma","Aprova","condicao_municipio","INTERIOR",48.9
"abril","aprova_dilma","Desaprova","condicao_municipio","INTERIOR",45.7
"abril","aprova_dilma","Não sabe/ Não respondeu","condicao_municipio","INTERIOR",5.4
"abril","grau_mudanca","Mudasse totalmente o governo do país","condicao_municipio","CAPITAL",33.9
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","condicao_municipio","CAPITAL",39.6
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","condicao_municipio","CAPITAL",17
"abril","grau_mudanca","Desse total continuidade ao governo atual","condicao_municipio","CAPITAL",7
"abril","grau_mudanca","Não sabe/ Não respondeu","condicao_municipio","CAPITAL",2.5
"abril","grau_mudanca","Mudasse totalmente o governo do país","condicao_municipio","PERIFERIA",36.8
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","condicao_municipio","PERIFERIA",33.1
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","condicao_municipio","PERIFERIA",17.7
"abril","grau_mudanca","Desse total continuidade ao governo atual","condicao_municipio","PERIFERIA",10.5
"abril","grau_mudanca","Não sabe/ Não respondeu","condicao_municipio","PERIFERIA",1.9
"abril","grau_mudanca","Mudasse totalmente o governo do país","condicao_municipio","INTERIOR",26.8
"abril","grau_mudanca","Mantivesse só alguns programas, mas mudasse muita coisa","condicao_municipio","INTERIOR",38.8
"abril","grau_mudanca","Fizesse poucas mudanças e desse continuidade para muita coisa","condicao_municipio","INTERIOR",22.2
