"data","cat_pergunta","dado","cat_recorte","recorte","valor"
"2014-10-08","favorito","NS/NR*2","regiao","SUDESTE",12
"2014-10-08","favorito","Aécio Neves2","regiao","SUL",55
"2014-10-08","favorito","Dilma Rousseff2","regiao","SUL",33
"2014-10-08","favorito","NS/NR*2","regiao","SUL",12
"2014-10-08","nota","nota","regiao","NORDESTE",7.2
"2014-10-08","nota","nota","regiao","NORTE-CENTRO-OESTE",6
"2014-10-08","nota","nota","regiao","SUDESTE",5.1
"2014-10-08","nota","nota","regiao","SUL",5.2
"2014-10-08","segundo_aecio_validos","Aécio Neves2","regiao","NORDESTE",35
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","regiao","NORDESTE",65
"2014-10-08","segundo_aecio_validos","Aécio Neves2","regiao","NORTE-CENTRO-OESTE",52
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","regiao","NORTE-CENTRO-OESTE",48
"2014-10-08","segundo_aecio_validos","Aécio Neves2","regiao","SUDESTE",56
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","regiao","SUDESTE",44
"2014-10-08","segundo_aecio_validos","Aécio Neves2","regiao","SUL",65
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","regiao","SUL",35
"2014-10-08","espontanea_validos","Aécio Neves2","regiao","NORDESTE",33
"2014-10-08","espontanea_validos","Dilma Rousseff2","regiao","NORDESTE",66
"2014-10-08","espontanea_validos","Outros2","regiao","NORDESTE",1
"2014-10-08","espontanea_validos","Aécio Neves2","regiao","NORTE-CENTRO-OESTE",52
"2014-10-08","espontanea_validos","Dilma Rousseff2","regiao","NORTE-CENTRO-OESTE",48
"2014-10-08","espontanea_validos","Outros2","regiao","NORTE-CENTRO-OESTE",0
"2014-10-08","espontanea_validos","Aécio Neves2","regiao","SUDESTE",57
"2014-10-08","espontanea_validos","Dilma Rousseff2","regiao","SUDESTE",43
"2014-10-08","espontanea_validos","Outros2","regiao","SUDESTE",1
"2014-10-08","espontanea_validos","Aécio Neves2","regiao","SUL",65
"2014-10-08","espontanea_validos","Dilma Rousseff2","regiao","SUL",35
"2014-10-08","espontanea_validos","Outros2","regiao","SUL",0
"2014-10-08","voto_1turno","Aécio Neves","regiao","NORDESTE",14
"2014-10-08","voto_1turno","Branco e Nulo","regiao","NORDESTE",5
"2014-10-08","voto_1turno","Dilma Rousseff","regiao","NORDESTE",57
"2014-10-08","voto_1turno","Marina Silva","regiao","NORDESTE",20
"2014-10-08","voto_1turno","Não votou","regiao","NORDESTE",1
"2014-10-08","voto_1turno","NS/NR*","regiao","NORDESTE",1
"2014-10-08","voto_1turno","Outros","regiao","NORDESTE",1
"2014-10-08","voto_1turno","Aécio Neves","regiao","NORTE-CENTRO-OESTE",31
"2014-10-08","voto_1turno","Branco e Nulo","regiao","NORTE-CENTRO-OESTE",4
"2014-10-08","voto_1turno","Dilma Rousseff","regiao","NORTE-CENTRO-OESTE",37
"2014-10-08","voto_1turno","Marina Silva","regiao","NORTE-CENTRO-OESTE",21
"2014-10-08","voto_1turno","Não votou","regiao","NORTE-CENTRO-OESTE",3
"2014-10-08","voto_1turno","NS/NR*","regiao","NORTE-CENTRO-OESTE",2
"2014-10-08","voto_1turno","Outros","regiao","NORTE-CENTRO-OESTE",2
"2014-10-08","voto_1turno","Aécio Neves","regiao","SUDESTE",32
"2014-10-08","voto_1turno","Branco e Nulo","regiao","SUDESTE",7
"2014-10-08","voto_1turno","Dilma Rousseff","regiao","SUDESTE",33
"2014-10-08","voto_1turno","Marina Silva","regiao","SUDESTE",18
"2014-10-08","voto_1turno","Não votou","regiao","SUDESTE",2
"2014-10-08","voto_1turno","NS/NR*","regiao","SUDESTE",4
"2014-10-08","voto_1turno","Outros","regiao","SUDESTE",3
"2014-10-08","voto_1turno","Aécio Neves","regiao","SUL",44
"2014-10-08","voto_1turno","Branco e Nulo","regiao","SUL",5
"2014-10-08","voto_1turno","Dilma Rousseff","regiao","SUL",31
"2014-10-08","voto_1turno","Marina Silva","regiao","SUL",11
"2014-10-08","voto_1turno","Não votou","regiao","SUL",1
"2014-10-08","voto_1turno","NS/NR*","regiao","SUL",4
"2014-10-08","voto_1turno","Outros","regiao","SUL",5
"2014-10-08","certeza_voto","É definitiva","regiao","NORDESTE",85
"2014-10-08","certeza_voto","NS/NR*","regiao","NORDESTE",4
"2014-10-08","certeza_voto","Pode mudar","regiao","NORDESTE",10
"2014-10-08","certeza_voto","É definitiva","regiao","NORTE-CENTRO-OESTE",84
"2014-10-08","certeza_voto","NS/NR*","regiao","NORTE-CENTRO-OESTE",6
"2014-10-08","certeza_voto","Pode mudar","regiao","NORTE-CENTRO-OESTE",10
"2014-10-08","certeza_voto","É definitiva","regiao","SUDESTE",83
"2014-10-08","certeza_voto","NS/NR*","regiao","SUDESTE",3
"2014-10-08","certeza_voto","Pode mudar","regiao","SUDESTE",13
"2014-10-08","certeza_voto","É definitiva","regiao","SUL",86
"2014-10-08","certeza_voto","NS/NR*","regiao","SUL",4
"2014-10-08","certeza_voto","Pode mudar","regiao","SUL",10
"2014-10-08","vida_hoje","Satisfeito","cor","Branca",81
"2014-10-08","vida_hoje","Insatisfeito","cor","Branca",18
"2014-10-08","vida_hoje","NS/NR*","cor","Branca",0
"2014-10-08","vida_hoje","Satisfeito","cor","Preta ou parda",79
"2014-10-08","vida_hoje","Insatisfeito","cor","Preta ou parda",21
"2014-10-08","vida_hoje","NS/NR*","cor","Preta ou parda",1
"2014-10-08","vida_hoje","Satisfeito","cor","Outras",76
"2014-10-08","vida_hoje","Insatisfeito","cor","Outras",24
"2014-10-08","vida_hoje","NS/NR*","cor","Outras",0
"2014-10-08","interesse","Tem muito interesse","cor","Branca",32
"2014-10-08","interesse","Tem médio interesse","cor","Branca",36
"2014-10-08","interesse","Não tem interesse","cor","Branca",32
"2014-10-08","interesse","NS/NR*","cor","Branca",0
"2014-10-08","interesse","Tem muito interesse","cor","Preta ou parda",29
"2014-10-08","interesse","Tem médio interesse","cor","Preta ou parda",35
"2014-10-08","interesse","Não tem interesse","cor","Preta ou parda",36
"2014-10-08","interesse","NS/NR*","cor","Preta ou parda",0
"2014-10-08","interesse","Tem muito interesse","cor","Outras",29
"2014-10-08","interesse","Tem médio interesse","cor","Outras",30
"2014-10-08","interesse","Não tem interesse","cor","Outras",40
"2014-10-08","interesse","NS/NR*","cor","Outras",1
"2014-10-08","intencao_espontanea","Aécio Neves2","cor","Branca",54
"2014-10-08","intencao_espontanea","Branco e Nulo2","cor","Branca",7
"2014-10-08","intencao_espontanea","Dilma Rousseff2","cor","Branca",32
"2014-10-08","intencao_espontanea","NS/NR*2","cor","Branca",7
"2014-10-08","intencao_espontanea","Outros2","cor","Branca",0
"2014-10-08","intencao_espontanea","Aécio Neves2","cor","Preta ou parda",36
"2014-10-08","intencao_espontanea","Branco e Nulo2","cor","Preta ou parda",8
"2014-10-08","intencao_espontanea","Dilma Rousseff2","cor","Preta ou parda",49
"2014-10-08","intencao_espontanea","NS/NR*2","cor","Preta ou parda",6
"2014-10-08","intencao_espontanea","Outros2","cor","Preta ou parda",0
"2014-10-08","intencao_espontanea","Aécio Neves2","cor","Outras",43
"2014-10-08","intencao_espontanea","Branco e Nulo2","cor","Outras",12
"2014-10-08","intencao_espontanea","Dilma Rousseff2","cor","Outras",36
"2014-10-08","intencao_espontanea","NS/NR*2","cor","Outras",8
"2014-10-08","intencao_espontanea","Outros2","cor","Outras",1
"2014-10-08","aprova_dilma","Aprova","cor","Branca",42
"2014-10-08","aprova_dilma","Desaprova","cor","Branca",51
"2014-10-08","aprova_dilma","NS/NR*","cor","Branca",7
"2014-10-08","aprova_dilma","Aprova","cor","Preta ou parda",55
"2014-10-08","aprova_dilma","Desaprova","cor","Preta ou parda",38
"2014-10-08","aprova_dilma","NS/NR*","cor","Preta ou parda",6
"2014-10-08","aprova_dilma","Aprova","cor","Outras",51
"2014-10-08","aprova_dilma","Desaprova","cor","Outras",41
"2014-10-08","aprova_dilma","NS/NR*","cor","Outras",8
"2014-10-08","rejeicao","Dilma Rousseff2","cor","Branca",50
"2014-10-08","rejeicao","Aécio Neves2","cor","Branca",25
"2014-10-08","rejeicao","Dilma Rousseff2","cor","Preta ou parda",34
"2014-10-08","rejeicao","Aécio Neves2","cor","Preta ou parda",39
"2014-10-08","rejeicao","Dilma Rousseff2","cor","Outras",38
"2014-10-08","rejeicao","Aécio Neves2","cor","Outras",34
"2014-10-08","segundo_turno_aecio","Aécio Neves2","cor","Branca",55
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","cor","Branca",6
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","cor","Branca",34
"2014-10-08","segundo_turno_aecio","NS/NR*2","cor","Branca",4
"2014-10-08","segundo_turno_aecio","Aécio Neves2","cor","Preta ou parda",38
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","cor","Preta ou parda",7
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","cor","Preta ou parda",51
"2014-10-08","segundo_turno_aecio","NS/NR*2","cor","Preta ou parda",4
"2014-10-08","segundo_turno_aecio","Aécio Neves2","cor","Outras",48
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","cor","Outras",8
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","cor","Outras",38
"2014-10-08","segundo_turno_aecio","NS/NR*2","cor","Outras",6
"2014-10-08","favorito","Aécio Neves2","cor","Branca",48
"2014-10-08","favorito","Dilma Rousseff2","cor","Branca",41
"2014-10-08","favorito","NS/NR*2","cor","Branca",11
"2014-10-08","favorito","Aécio Neves2","cor","Preta ou parda",34
"2014-10-08","favorito","Dilma Rousseff2","cor","Preta ou parda",55
"2014-10-08","favorito","NS/NR*2","cor","Preta ou parda",11
"2014-10-08","favorito","Aécio Neves2","cor","Outras",33
"2014-10-08","favorito","Dilma Rousseff2","cor","Outras",53
"2014-10-08","favorito","NS/NR*2","cor","Outras",14
"2014-10-08","nota","nota","cor","Branca",5.2
"2014-10-08","nota","nota","cor","Preta ou parda",6.3
"2014-10-08","nota","nota","cor","Outras",6.2
"2014-10-08","segundo_aecio_validos","Aécio Neves2","cor","Branca",62
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","cor","Branca",38
"2014-10-08","segundo_aecio_validos","Aécio Neves2","cor","Preta ou parda",43
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","cor","Preta ou parda",57
"2014-10-08","segundo_aecio_validos","Aécio Neves2","cor","Outras",55
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","cor","Outras",45
"2014-10-08","espontanea_validos","Aécio Neves2","cor","Branca",62
"2014-10-08","espontanea_validos","Dilma Rousseff2","cor","Branca",37
"2014-10-08","espontanea_validos","Outros2","cor","Branca",0
"2014-10-08","espontanea_validos","Aécio Neves2","cor","Preta ou parda",42
"2014-10-08","espontanea_validos","Dilma Rousseff2","cor","Preta ou parda",58
"2014-10-08","espontanea_validos","Outros2","cor","Preta ou parda",1
"2014-10-08","espontanea_validos","Aécio Neves2","cor","Outras",54
"2014-10-08","espontanea_validos","Dilma Rousseff2","cor","Outras",45
"2014-10-08","espontanea_validos","Outros2","cor","Outras",1
"2014-10-08","voto_1turno","Aécio Neves","cor","Branca",39
"2014-10-08","voto_1turno","Branco e Nulo","cor","Branca",6
"2014-10-08","voto_1turno","Dilma Rousseff","cor","Branca",31
"2014-10-08","voto_1turno","Marina Silva","cor","Branca",16
"2014-10-08","voto_1turno","Não votou","cor","Branca",1
"2014-10-08","voto_1turno","NS/NR*","cor","Branca",4
"2014-10-08","voto_1turno","Outros","cor","Branca",3
"2014-10-08","voto_1turno","Aécio Neves","cor","Preta ou parda",22
"2014-10-08","voto_1turno","Branco e Nulo","cor","Preta ou parda",6
"2014-10-08","voto_1turno","Dilma Rousseff","cor","Preta ou parda",47
"2014-10-08","voto_1turno","Marina Silva","cor","Preta ou parda",19
"2014-10-08","voto_1turno","Não votou","cor","Preta ou parda",2
"2014-10-08","voto_1turno","NS/NR*","cor","Preta ou parda",2
"2014-10-08","voto_1turno","Outros","cor","Preta ou parda",2
"2014-10-08","voto_1turno","Aécio Neves","cor","Outras",28
"2014-10-08","voto_1turno","Branco e Nulo","cor","Outras",7
"2014-10-08","voto_1turno","Dilma Rousseff","cor","Outras",36
"2014-10-08","voto_1turno","Marina Silva","cor","Outras",16
"2014-10-08","voto_1turno","Não votou","cor","Outras",7
"2014-10-08","voto_1turno","NS/NR*","cor","Outras",3
"2014-10-08","voto_1turno","Outros","cor","Outras",2
"2014-10-08","certeza_voto","É definitiva","cor","Branca",85
"2014-10-08","certeza_voto","NS/NR*","cor","Branca",3
"2014-10-08","certeza_voto","Pode mudar","cor","Branca",12
"2014-10-08","certeza_voto","É definitiva","cor","Preta ou parda",84
"2014-10-08","certeza_voto","NS/NR*","cor","Preta ou parda",5
"2014-10-08","certeza_voto","Pode mudar","cor","Preta ou parda",11
"2014-10-08","certeza_voto","É definitiva","cor","Outras",80
"2014-10-08","certeza_voto","NS/NR*","cor","Outras",6
"2014-10-08","certeza_voto","Pode mudar","cor","Outras",14
"2014-10-08","vida_hoje","Satisfeito","religiao","Catolica",82
"2014-10-08","vida_hoje","Insatisfeito","religiao","Catolica",18
"2014-10-08","vida_hoje","NS/NR*","religiao","Catolica",1
"2014-10-08","vida_hoje","Satisfeito","religiao","Evangelica",75
"2014-10-08","vida_hoje","Insatisfeito","religiao","Evangelica",24
"2014-10-08","vida_hoje","NS/NR*","religiao","Evangelica",1
"2014-10-08","vida_hoje","Satisfeito","religiao","Outras",77
"2014-10-08","vida_hoje","Insatisfeito","religiao","Outras",22
"2014-10-08","vida_hoje","NS/NR*","religiao","Outras",0
"2014-10-08","interesse","Tem muito interesse","religiao","Catolica",30
"2014-10-08","interesse","Tem médio interesse","religiao","Catolica",37
"2014-10-08","interesse","Não tem interesse","religiao","Catolica",33
"2014-10-08","interesse","NS/NR*","religiao","Catolica",1
"2014-10-08","interesse","Tem muito interesse","religiao","Evangelica",32
"2014-10-08","interesse","Tem médio interesse","religiao","Evangelica",31
"2014-10-08","interesse","Não tem interesse","religiao","Evangelica",37
"2014-10-08","interesse","NS/NR*","religiao","Evangelica",0
"2014-10-08","interesse","Tem muito interesse","religiao","Outras",28
"2014-10-08","interesse","Tem médio interesse","religiao","Outras",34
"2014-10-08","interesse","Não tem interesse","religiao","Outras",38
"2014-10-08","interesse","NS/NR*","religiao","Outras",0
"2014-10-08","intencao_espontanea","Aécio Neves2","religiao","Catolica",43
"2014-10-08","intencao_espontanea","Branco e Nulo2","religiao","Catolica",6
"2014-10-08","intencao_espontanea","Dilma Rousseff2","religiao","Catolica",44
"2014-10-08","intencao_espontanea","NS/NR*2","religiao","Catolica",7
"2014-10-08","intencao_espontanea","Outros2","religiao","Catolica",0
"2014-10-08","intencao_espontanea","Aécio Neves2","religiao","Evangelica",45
"2014-10-08","intencao_espontanea","Branco e Nulo2","religiao","Evangelica",8
"2014-10-08","intencao_espontanea","Dilma Rousseff2","religiao","Evangelica",38
"2014-10-08","intencao_espontanea","NS/NR*2","religiao","Evangelica",8
"2014-10-08","intencao_espontanea","Outros2","religiao","Evangelica",1
"2014-10-08","intencao_espontanea","Aécio Neves2","religiao","Outras",44
"2014-10-08","intencao_espontanea","Branco e Nulo2","religiao","Outras",12
"2014-10-08","intencao_espontanea","Dilma Rousseff2","religiao","Outras",37
"2014-10-08","intencao_espontanea","NS/NR*2","religiao","Outras",7
"2014-10-08","intencao_espontanea","Outros2","religiao","Outras",0
"2014-10-08","aprova_dilma","Aprova","religiao","Catolica",51
"2014-10-08","aprova_dilma","Desaprova","religiao","Catolica",42
"2014-10-08","aprova_dilma","NS/NR*","religiao","Catolica",6
"2014-10-08","aprova_dilma","Aprova","religiao","Evangelica",46
"2014-10-08","aprova_dilma","Desaprova","religiao","Evangelica",47
"2014-10-08","aprova_dilma","NS/NR*","religiao","Evangelica",7
"2014-10-08","aprova_dilma","Aprova","religiao","Outras",46
"2014-10-08","aprova_dilma","Desaprova","religiao","Outras",48
"2014-10-08","aprova_dilma","NS/NR*","religiao","Outras",7
"2014-10-08","rejeicao","Dilma Rousseff2","religiao","Catolica",39
"2014-10-08","rejeicao","Aécio Neves2","religiao","Catolica",34
"2014-10-08","rejeicao","Dilma Rousseff2","religiao","Evangelica",44
"2014-10-08","rejeicao","Aécio Neves2","religiao","Evangelica",29
"2014-10-08","rejeicao","Dilma Rousseff2","religiao","Outras",43
"2014-10-08","rejeicao","Aécio Neves2","religiao","Outras",33
"2014-10-08","segundo_turno_aecio","Aécio Neves2","religiao","Catolica",44
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","religiao","Catolica",6
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","religiao","Catolica",46
"2014-10-08","segundo_turno_aecio","NS/NR*2","religiao","Catolica",4
"2014-10-08","segundo_turno_aecio","Aécio Neves2","religiao","Evangelica",49
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","religiao","Evangelica",6
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","religiao","Evangelica",39
"2014-10-08","segundo_turno_aecio","NS/NR*2","religiao","Evangelica",6
"2014-10-08","segundo_turno_aecio","Aécio Neves2","religiao","Outras",45
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","religiao","Outras",11
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","religiao","Outras",39
"2014-10-08","segundo_turno_aecio","NS/NR*2","religiao","Outras",5
"2014-10-08","favorito","Aécio Neves2","religiao","Catolica",40
"2014-10-08","favorito","Dilma Rousseff2","religiao","Catolica",49
"2014-10-08","favorito","NS/NR*2","religiao","Catolica",11
"2014-10-08","favorito","Aécio Neves2","religiao","Evangelica",41
"2014-10-08","favorito","Dilma Rousseff2","religiao","Evangelica",47
"2014-10-08","favorito","NS/NR*2","religiao","Evangelica",12
"2014-10-08","favorito","Aécio Neves2","religiao","Outras",39
"2014-10-08","favorito","Dilma Rousseff2","religiao","Outras",49
"2014-10-08","favorito","NS/NR*2","religiao","Outras",12
"2014-10-08","nota","nota","religiao","Catolica",5.9
"2014-10-08","nota","nota","religiao","Evangelica",5.6
"2014-10-08","nota","nota","religiao","Outras",5.3
"2014-10-08","segundo_aecio_validos","Aécio Neves2","religiao","Catolica",49
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","religiao","Catolica",51
"2014-10-08","segundo_aecio_validos","Aécio Neves2","religiao","Evangelica",55
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","religiao","Evangelica",45
"2014-10-08","segundo_aecio_validos","Aécio Neves2","religiao","Outras",54
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","religiao","Outras",46
"2014-10-08","espontanea_validos","Aécio Neves2","religiao","Catolica",49
"2014-10-08","espontanea_validos","Dilma Rousseff2","religiao","Catolica",50
"2014-10-08","espontanea_validos","Outros2","religiao","Catolica",1
"2014-10-08","espontanea_validos","Aécio Neves2","religiao","Evangelica",54
"2014-10-08","espontanea_validos","Dilma Rousseff2","religiao","Evangelica",45
"2014-10-08","espontanea_validos","Outros2","religiao","Evangelica",1
"2014-10-08","espontanea_validos","Aécio Neves2","religiao","Outras",54
"2014-10-08","espontanea_validos","Dilma Rousseff2","religiao","Outras",46
"2014-10-08","espontanea_validos","Outros2","religiao","Outras",0
"2014-10-08","voto_1turno","Aécio Neves","religiao","Catolica",31
"2014-10-08","voto_1turno","Branco e Nulo","religiao","Catolica",5
"2014-10-08","voto_1turno","Dilma Rousseff","religiao","Catolica",43
"2014-10-08","voto_1turno","Marina Silva","religiao","Catolica",15
"2014-10-08","voto_1turno","Não votou","religiao","Catolica",2
"2014-10-08","voto_1turno","NS/NR*","religiao","Catolica",3
"2014-10-08","voto_1turno","Outros","religiao","Catolica",2
"2014-10-08","voto_1turno","Aécio Neves","religiao","Evangelica",25
"2014-10-08","voto_1turno","Branco e Nulo","religiao","Evangelica",5
"2014-10-08","voto_1turno","Dilma Rousseff","religiao","Evangelica",33
"2014-10-08","voto_1turno","Marina Silva","religiao","Evangelica",28
"2014-10-08","voto_1turno","Não votou","religiao","Evangelica",2
"2014-10-08","voto_1turno","NS/NR*","religiao","Evangelica",3
"2014-10-08","voto_1turno","Outros","religiao","Evangelica",3
"2014-10-08","voto_1turno","Aécio Neves","religiao","Outras",30
"2014-10-08","voto_1turno","Branco e Nulo","religiao","Outras",10
"2014-10-08","voto_1turno","Dilma Rousseff","religiao","Outras",33
"2014-10-08","voto_1turno","Marina Silva","religiao","Outras",15
"2014-10-08","voto_1turno","Não votou","religiao","Outras",2
"2014-10-08","voto_1turno","NS/NR*","religiao","Outras",3
"2014-10-08","voto_1turno","Outros","religiao","Outras",7
"2014-10-08","certeza_voto","É definitiva","religiao","Catolica",85
"2014-10-08","certeza_voto","NS/NR*","religiao","Catolica",4
"2014-10-08","certeza_voto","Pode mudar","religiao","Catolica",11
"2014-10-08","certeza_voto","É definitiva","religiao","Evangelica",83
"2014-10-08","certeza_voto","NS/NR*","religiao","Evangelica",5
"2014-10-08","certeza_voto","Pode mudar","religiao","Evangelica",12
"2014-10-08","certeza_voto","É definitiva","religiao","Outras",84
"2014-10-08","certeza_voto","NS/NR*","religiao","Outras",3
"2014-10-08","certeza_voto","Pode mudar","religiao","Outras",13
"2014-10-08","interesse","Tem muito interesse","vida_hoje","Satisfeito",30
"2014-10-08","interesse","Tem médio interesse","vida_hoje","Satisfeito",39
"2014-10-08","interesse","Não tem interesse","vida_hoje","Satisfeito",31
"2014-10-08","interesse","NS/NR*","vida_hoje","Satisfeito",0
"2014-10-08","interesse","Tem muito interesse","vida_hoje","Insatisfeito",31
"2014-10-08","interesse","Tem médio interesse","vida_hoje","Insatisfeito",22
"2014-10-08","interesse","Não tem interesse","vida_hoje","Insatisfeito",47
"2014-10-08","interesse","NS/NR*","vida_hoje","Insatisfeito",1
"2014-10-08","interesse","Tem muito interesse","vida_hoje","NS/NR*",20
"2014-10-08","interesse","Tem médio interesse","vida_hoje","NS/NR*",13
"2014-10-08","interesse","Não tem interesse","vida_hoje","NS/NR*",67
"2014-10-08","interesse","NS/NR*","vida_hoje","NS/NR*",0
"2014-10-08","intencao_espontanea","Aécio Neves2","vida_hoje","Satisfeito",42
"2014-10-08","intencao_espontanea","Branco e Nulo2","vida_hoje","Satisfeito",6
"2014-10-08","intencao_espontanea","Dilma Rousseff2","vida_hoje","Satisfeito",44
"2014-10-08","intencao_espontanea","NS/NR*2","vida_hoje","Satisfeito",7
"2014-10-08","intencao_espontanea","Outros2","vida_hoje","Satisfeito",0
"2014-10-08","intencao_espontanea","Aécio Neves2","vida_hoje","Insatisfeito",49
"2014-10-08","intencao_espontanea","Branco e Nulo2","vida_hoje","Insatisfeito",12
"2014-10-08","intencao_espontanea","Dilma Rousseff2","vida_hoje","Insatisfeito",31
"2014-10-08","intencao_espontanea","NS/NR*2","vida_hoje","Insatisfeito",7
"2014-10-08","intencao_espontanea","Outros2","vida_hoje","Insatisfeito",1
"2014-10-08","intencao_espontanea","Aécio Neves2","vida_hoje","NS/NR*",47
"2014-10-08","intencao_espontanea","Branco e Nulo2","vida_hoje","NS/NR*",13
"2014-10-08","intencao_espontanea","Dilma Rousseff2","vida_hoje","NS/NR*",13
"2014-10-08","intencao_espontanea","NS/NR*2","vida_hoje","NS/NR*",27
"2014-10-08","intencao_espontanea","Outros2","vida_hoje","NS/NR*",0
"2014-10-08","aprova_dilma","Aprova","vida_hoje","Satisfeito",53
"2014-10-08","aprova_dilma","Desaprova","vida_hoje","Satisfeito",41
"2014-10-08","aprova_dilma","NS/NR*","vida_hoje","Satisfeito",6
"2014-10-08","aprova_dilma","Aprova","vida_hoje","Insatisfeito",34
"2014-10-08","aprova_dilma","Desaprova","vida_hoje","Insatisfeito",57
"2014-10-08","aprova_dilma","NS/NR*","vida_hoje","Insatisfeito",9
"2014-10-08","aprova_dilma","Aprova","vida_hoje","NS/NR*",20
"2014-10-08","aprova_dilma","Desaprova","vida_hoje","NS/NR*",47
"2014-10-08","aprova_dilma","NS/NR*","vida_hoje","NS/NR*",33
"2014-10-08","rejeicao","Dilma Rousseff2","vida_hoje","Satisfeito",39
"2014-10-08","rejeicao","Aécio Neves2","vida_hoje","Satisfeito",34
"2014-10-08","rejeicao","Dilma Rousseff2","vida_hoje","Insatisfeito",49
"2014-10-08","rejeicao","Aécio Neves2","vida_hoje","Insatisfeito",27
"2014-10-08","rejeicao","Dilma Rousseff2","vida_hoje","NS/NR*",47
"2014-10-08","rejeicao","Aécio Neves2","vida_hoje","NS/NR*",7
"2014-10-08","segundo_turno_aecio","Aécio Neves2","vida_hoje","Satisfeito",44
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","vida_hoje","Satisfeito",5
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","vida_hoje","Satisfeito",46
"2014-10-08","segundo_turno_aecio","NS/NR*2","vida_hoje","Satisfeito",4
"2014-10-08","segundo_turno_aecio","Aécio Neves2","vida_hoje","Insatisfeito",52
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","vida_hoje","Insatisfeito",11
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","vida_hoje","Insatisfeito",33
"2014-10-08","segundo_turno_aecio","NS/NR*2","vida_hoje","Insatisfeito",5
"2014-10-08","segundo_turno_aecio","Aécio Neves2","vida_hoje","NS/NR*",47
"2014-10-08","segundo_turno_aecio","Branco e Nulo2","vida_hoje","NS/NR*",20
"2014-10-08","segundo_turno_aecio","Dilma Rousseff2","vida_hoje","NS/NR*",20
"2014-10-08","segundo_turno_aecio","NS/NR*2","vida_hoje","NS/NR*",13
"2014-10-08","favorito","Aécio Neves2","vida_hoje","Satisfeito",38
"2014-10-08","favorito","Dilma Rousseff2","vida_hoje","Satisfeito",51
"2014-10-08","favorito","NS/NR*2","vida_hoje","Satisfeito",11
"2014-10-08","favorito","Aécio Neves2","vida_hoje","Insatisfeito",45
"2014-10-08","favorito","Dilma Rousseff2","vida_hoje","Insatisfeito",43
"2014-10-08","favorito","NS/NR*2","vida_hoje","Insatisfeito",12
"2014-10-08","favorito","Aécio Neves2","vida_hoje","NS/NR*",40
"2014-10-08","favorito","Dilma Rousseff2","vida_hoje","NS/NR*",20
"2014-10-08","favorito","NS/NR*2","vida_hoje","NS/NR*",40
"2014-10-08","nota","nota","vida_hoje","Satisfeito",6
"2014-10-08","nota","nota","vida_hoje","Insatisfeito",4.9
"2014-10-08","nota","nota","vida_hoje","NS/NR*",5.2
"2014-10-08","segundo_aecio_validos","Aécio Neves2","vida_hoje","Satisfeito",49
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","vida_hoje","Satisfeito",51
"2014-10-08","segundo_aecio_validos","Aécio Neves2","vida_hoje","Insatisfeito",61
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","vida_hoje","Insatisfeito",39
"2014-10-08","segundo_aecio_validos","Aécio Neves2","vida_hoje","NS/NR*",70
"2014-10-08","segundo_aecio_validos","Dilma Rousseff2","vida_hoje","NS/NR*",30
"2014-10-08","espontanea_validos","Aécio Neves2","vida_hoje","Satisfeito",49
"2014-10-08","espontanea_validos","Dilma Rousseff2","vida_hoje","Satisfeito",51
"2014-10-08","espontanea_validos","Outros2","vida_hoje","Satisfeito",0
"2014-10-08","espontanea_validos","Aécio Neves2","vida_hoje","Insatisfeito",61
"2014-10-08","espontanea_validos","Dilma Rousseff2","vida_hoje","Insatisfeito",38
"2014-10-08","espontanea_validos","Outros2","vida_hoje","Insatisfeito",1
"2014-10-08","espontanea_validos","Aécio Neves2","vida_hoje","NS/NR*",78
"2014-10-08","espontanea_validos","Dilma Rousseff2","vida_hoje","NS/NR*",22
"2014-10-08","espontanea_validos","Outros2","vida_hoje","NS/NR*",0
