"","data","cat_pergunta","dado","cat_recorte","recorte","valor"
"635","2014-07-21","desejo_mudanca","Quer mudança","renda_familiar","Ate 1",66
"636","2014-07-21","desejo_mudanca","Quer continuidade","renda_familiar","Ate 1",31
"637","2014-07-21","desejo_mudanca","NS/NR*","renda_familiar","Ate 1",3
"638","2014-07-21","rejeicao","Dilma Rousseff","renda_familiar","Mais de 5",48
"639","2014-07-21","rejeicao","Aécio Neves","renda_familiar","Mais de 5",16
"640","2014-07-21","rejeicao","Pastor Everaldo","renda_familiar","Mais de 5",9
"641","2014-07-21","rejeicao","Eduardo Campos","renda_familiar","Mais de 5",7
"642","2014-07-21","rejeicao","Dilma Rousseff","renda_familiar","2 a 5",38
"643","2014-07-21","rejeicao","Aécio Neves","renda_familiar","2 a 5",16
"644","2014-07-21","rejeicao","Pastor Everaldo","renda_familiar","2 a 5",11
"645","2014-07-21","rejeicao","Eduardo Campos","renda_familiar","2 a 5",7
"646","2014-07-21","rejeicao","Dilma Rousseff","renda_familiar","1 a 2",33
"647","2014-07-21","rejeicao","Aécio Neves","renda_familiar","1 a 2",16
"648","2014-07-21","rejeicao","Pastor Everaldo","renda_familiar","1 a 2",11
"649","2014-07-21","rejeicao","Eduardo Campos","renda_familiar","1 a 2",10
"650","2014-07-21","rejeicao","Dilma Rousseff","renda_familiar","Ate 1",23
"651","2014-07-21","rejeicao","Aécio Neves","renda_familiar","Ate 1",15
"652","2014-07-21","rejeicao","Pastor Everaldo","renda_familiar","Ate 1",10
"653","2014-07-21","rejeicao","Eduardo Campos","renda_familiar","Ate 1",7
"654","2014-07-21","2turno_aecio","Aécio Neves","renda_familiar","Mais de 5",48
"655","2014-07-21","2turno_aecio","Branco e Nulo","renda_familiar","Mais de 5",13
"656","2014-07-21","2turno_aecio","Dilma Rousseff","renda_familiar","Mais de 5",31
"657","2014-07-21","2turno_aecio","NS/NR*","renda_familiar","Mais de 5",9
"658","2014-07-21","2turno_aecio","Aécio Neves","renda_familiar","2 a 5",36
"659","2014-07-21","2turno_aecio","Branco e Nulo","renda_familiar","2 a 5",20
"660","2014-07-21","2turno_aecio","Dilma Rousseff","renda_familiar","2 a 5",36
"661","2014-07-21","2turno_aecio","NS/NR*","renda_familiar","2 a 5",7
"662","2014-07-21","2turno_aecio","Aécio Neves","renda_familiar","1 a 2",28
"663","2014-07-21","2turno_aecio","Branco e Nulo","renda_familiar","1 a 2",19
"664","2014-07-21","2turno_aecio","Dilma Rousseff","renda_familiar","1 a 2",44
"665","2014-07-21","2turno_aecio","NS/NR*","renda_familiar","1 a 2",9
"666","2014-07-21","2turno_aecio","Aécio Neves","renda_familiar","Ate 1",22
"667","2014-07-21","2turno_aecio","Branco e Nulo","renda_familiar","Ate 1",12
"668","2014-07-21","2turno_aecio","Dilma Rousseff","renda_familiar","Ate 1",59
"669","2014-07-21","2turno_aecio","NS/NR*","renda_familiar","Ate 1",8
"670","2014-07-21","2turno_campos","Branco e Nulo","renda_familiar","Mais de 5",17
"671","2014-07-21","2turno_campos","Dilma Rousseff","renda_familiar","Mais de 5",32
"672","2014-07-21","2turno_campos","Eduardo Campos","renda_familiar","Mais de 5",41
"673","2014-07-21","2turno_campos","NS/NR*","renda_familiar","Mais de 5",10
"674","2014-07-21","2turno_campos","Branco e Nulo","renda_familiar","2 a 5",24
"675","2014-07-21","2turno_campos","Dilma Rousseff","renda_familiar","2 a 5",38
"676","2014-07-21","2turno_campos","Eduardo Campos","renda_familiar","2 a 5",29
"677","2014-07-21","2turno_campos","NS/NR*","renda_familiar","2 a 5",10
"678","2014-07-21","2turno_campos","Branco e Nulo","renda_familiar","1 a 2",20
"679","2014-07-21","2turno_campos","Dilma Rousseff","renda_familiar","1 a 2",43
"680","2014-07-21","2turno_campos","Eduardo Campos","renda_familiar","1 a 2",27
"681","2014-07-21","2turno_campos","NS/NR*","renda_familiar","1 a 2",10
"682","2014-07-21","2turno_campos","Branco e Nulo","renda_familiar","Ate 1",13
"683","2014-07-21","2turno_campos","Dilma Rousseff","renda_familiar","Ate 1",57
"684","2014-07-21","2turno_campos","Eduardo Campos","renda_familiar","Ate 1",22
"685","2014-07-21","2turno_campos","NS/NR*","renda_familiar","Ate 1",8
"686","2014-07-21","favorito","Aécio Neves","renda_familiar","Mais de 5",22
"687","2014-07-21","favorito","Dilma Rousseff","renda_familiar","Mais de 5",51
"688","2014-07-21","favorito","Eduardo Campos","renda_familiar","Mais de 5",3
"689","2014-07-21","favorito","NS/NR*","renda_familiar","Mais de 5",23
"690","2014-07-21","favorito","Outros","renda_familiar","Mais de 5",1
"691","2014-07-21","favorito","Aécio Neves","renda_familiar","2 a 5",20
"692","2014-07-21","favorito","Dilma Rousseff","renda_familiar","2 a 5",52
"693","2014-07-21","favorito","Eduardo Campos","renda_familiar","2 a 5",5
"694","2014-07-21","favorito","NS/NR*","renda_familiar","2 a 5",22
"695","2014-07-21","favorito","Outros","renda_familiar","2 a 5",1
"696","2014-07-21","favorito","Aécio Neves","renda_familiar","1 a 2",12
"697","2014-07-21","favorito","Dilma Rousseff","renda_familiar","1 a 2",54
"698","2014-07-21","favorito","Eduardo Campos","renda_familiar","1 a 2",6
"699","2014-07-21","favorito","NS/NR*","renda_familiar","1 a 2",25
"700","2014-07-21","favorito","Outros","renda_familiar","1 a 2",2
"701","2014-07-21","favorito","Aécio Neves","renda_familiar","Ate 1",8
"702","2014-07-21","favorito","Dilma Rousseff","renda_familiar","Ate 1",64
"703","2014-07-21","favorito","Eduardo Campos","renda_familiar","Ate 1",4
"704","2014-07-21","favorito","NS/NR*","renda_familiar","Ate 1",21
"705","2014-07-21","favorito","Outros","renda_familiar","Ate 1",3
"706","2014-07-21","vida_hoje","Satisfeito","condicao_municipio","CAPITAL",78
"707","2014-07-21","vida_hoje","Insatisfeito","condicao_municipio","CAPITAL",22
"708","2014-07-21","vida_hoje","NS/NR*","condicao_municipio","CAPITAL",0
"709","2014-07-21","vida_hoje","Satisfeito","condicao_municipio","INTERIOR",78
"710","2014-07-21","vida_hoje","Insatisfeito","condicao_municipio","INTERIOR",21
"711","2014-07-21","vida_hoje","NS/NR*","condicao_municipio","INTERIOR",0
"712","2014-07-21","vida_hoje","Satisfeito","condicao_municipio","PERIFERIA",81
"713","2014-07-21","vida_hoje","Insatisfeito","condicao_municipio","PERIFERIA",19
"714","2014-07-21","vida_hoje","NS/NR*","condicao_municipio","PERIFERIA",0
"715","2014-07-21","interesse","Tem muito interesse","condicao_municipio","CAPITAL",21
"716","2014-07-21","interesse","Tem médio interesse","condicao_municipio","CAPITAL",24
"717","2014-07-21","interesse","Não tem interesse","condicao_municipio","CAPITAL",55
"718","2014-07-21","interesse","NS/NR*","condicao_municipio","CAPITAL",0
"719","2014-07-21","interesse","Tem muito interesse","condicao_municipio","INTERIOR",16
"720","2014-07-21","interesse","Tem médio interesse","condicao_municipio","INTERIOR",28
"721","2014-07-21","interesse","Não tem interesse","condicao_municipio","INTERIOR",55
"722","2014-07-21","interesse","NS/NR*","condicao_municipio","INTERIOR",1
"723","2014-07-21","interesse","Tem muito interesse","condicao_municipio","PERIFERIA",14
"724","2014-07-21","interesse","Tem médio interesse","condicao_municipio","PERIFERIA",28
"725","2014-07-21","interesse","Não tem interesse","condicao_municipio","PERIFERIA",58
"726","2014-07-21","interesse","NS/NR*","condicao_municipio","PERIFERIA",0
"727","2014-07-21","intencao_espontanea","Aécio Neves","condicao_municipio","CAPITAL",12
"728","2014-07-21","intencao_espontanea","Branco e Nulo","condicao_municipio","CAPITAL",19
"729","2014-07-21","intencao_espontanea","Dilma Rousseff","condicao_municipio","CAPITAL",25
"730","2014-07-21","intencao_espontanea","Eduardo Campos","condicao_municipio","CAPITAL",5
"731","2014-07-21","intencao_espontanea","NS/NR*","condicao_municipio","CAPITAL",36
"732","2014-07-21","intencao_espontanea","Outros","condicao_municipio","CAPITAL",3
"733","2014-07-21","intencao_espontanea","Aécio Neves","condicao_municipio","INTERIOR",13
"734","2014-07-21","intencao_espontanea","Branco e Nulo","condicao_municipio","INTERIOR",14
"735","2014-07-21","intencao_espontanea","Dilma Rousseff","condicao_municipio","INTERIOR",27
"736","2014-07-21","intencao_espontanea","Eduardo Campos","condicao_municipio","INTERIOR",4
"737","2014-07-21","intencao_espontanea","NS/NR*","condicao_municipio","INTERIOR",41
"738","2014-07-21","intencao_espontanea","Outros","condicao_municipio","INTERIOR",2
"739","2014-07-21","intencao_espontanea","Aécio Neves","condicao_municipio","PERIFERIA",12
"740","2014-07-21","intencao_espontanea","Branco e Nulo","condicao_municipio","PERIFERIA",25
"741","2014-07-21","intencao_espontanea","Dilma Rousseff","condicao_municipio","PERIFERIA",20
"742","2014-07-21","intencao_espontanea","Eduardo Campos","condicao_municipio","PERIFERIA",5
"743","2014-07-21","intencao_espontanea","NS/NR*","condicao_municipio","PERIFERIA",36
"744","2014-07-21","intencao_espontanea","Outros","condicao_municipio","PERIFERIA",2
"745","2014-07-21","intencao_estimulada","Aécio Neves","condicao_municipio","CAPITAL",23
"746","2014-07-21","intencao_estimulada","Branco e Nulo","condicao_municipio","CAPITAL",18
"747","2014-07-21","intencao_estimulada","Dilma Rousseff","condicao_municipio","CAPITAL",34
"748","2014-07-21","intencao_estimulada","Eduardo Campos","condicao_municipio","CAPITAL",9
"749","2014-07-21","intencao_estimulada","NS/NR*","condicao_municipio","CAPITAL",8
"750","2014-07-21","intencao_estimulada","Outros","condicao_municipio","CAPITAL",5
"751","2014-07-21","intencao_estimulada","Pastor Everaldo","condicao_municipio","CAPITAL",4
"752","2014-07-21","intencao_estimulada","Aécio Neves","condicao_municipio","INTERIOR",22
"753","2014-07-21","intencao_estimulada","Branco e Nulo","condicao_municipio","INTERIOR",13
"754","2014-07-21","intencao_estimulada","Dilma Rousseff","condicao_municipio","INTERIOR",41
"755","2014-07-21","intencao_estimulada","Eduardo Campos","condicao_municipio","INTERIOR",8
"756","2014-07-21","intencao_estimulada","NS/NR*","condicao_municipio","INTERIOR",10
"757","2014-07-21","intencao_estimulada","Outros","condicao_municipio","INTERIOR",4
"758","2014-07-21","intencao_estimulada","Pastor Everaldo","condicao_municipio","INTERIOR",2
"759","2014-07-21","intencao_estimulada","Aécio Neves","condicao_municipio","PERIFERIA",20
"760","2014-07-21","intencao_estimulada","Branco e Nulo","condicao_municipio","PERIFERIA",22
"761","2014-07-21","intencao_estimulada","Dilma Rousseff","condicao_municipio","PERIFERIA",32
"762","2014-07-21","intencao_estimulada","Eduardo Campos","condicao_municipio","PERIFERIA",10
"763","2014-07-21","intencao_estimulada","NS/NR*","condicao_municipio","PERIFERIA",7
"764","2014-07-21","intencao_estimulada","Outros","condicao_municipio","PERIFERIA",4
"765","2014-07-21","intencao_estimulada","Pastor Everaldo","condicao_municipio","PERIFERIA",5
"766","2014-07-21","avaliacao_governo","Ótimo e bom","condicao_municipio","CAPITAL",25
"767","2014-07-21","avaliacao_governo","Regular","condicao_municipio","CAPITAL",36
"768","2014-07-21","avaliacao_governo","Ruim e péssimo","condicao_municipio","CAPITAL",39
"769","2014-07-21","avaliacao_governo","NS/NR*","condicao_municipio","CAPITAL",1
"770","2014-07-21","avaliacao_governo","Ótimo e bom","condicao_municipio","INTERIOR",34
"771","2014-07-21","avaliacao_governo","Regular","condicao_municipio","INTERIOR",36
"772","2014-07-21","avaliacao_governo","Ruim e péssimo","condicao_municipio","INTERIOR",29
"773","2014-07-21","avaliacao_governo","NS/NR*","condicao_municipio","INTERIOR",1
"774","2014-07-21","avaliacao_governo","Ótimo e bom","condicao_municipio","PERIFERIA",26
"775","2014-07-21","avaliacao_governo","Regular","condicao_municipio","PERIFERIA",34
"776","2014-07-21","avaliacao_governo","Ruim e péssimo","condicao_municipio","PERIFERIA",39
"777","2014-07-21","avaliacao_governo","NS/NR*","condicao_municipio","PERIFERIA",2
"778","2014-07-21","aprova_dilma","Aprova","condicao_municipio","CAPITAL",37
"779","2014-07-21","aprova_dilma","Desaprova","condicao_municipio","CAPITAL",57
"780","2014-07-21","aprova_dilma","NS/NR*","condicao_municipio","CAPITAL",6
"781","2014-07-21","aprova_dilma","Aprova","condicao_municipio","INTERIOR",49
"782","2014-07-21","aprova_dilma","Desaprova","condicao_municipio","INTERIOR",46
"783","2014-07-21","aprova_dilma","NS/NR*","condicao_municipio","INTERIOR",5
"784","2014-07-21","aprova_dilma","Aprova","condicao_municipio","PERIFERIA",37
"785","2014-07-21","aprova_dilma","Desaprova","condicao_municipio","PERIFERIA",56
"786","2014-07-21","aprova_dilma","NS/NR*","condicao_municipio","PERIFERIA",7
"787","2014-07-21","desejo_mudanca","Quer mudança","condicao_municipio","CAPITAL",77
"788","2014-07-21","desejo_mudanca","Quer continuidade","condicao_municipio","CAPITAL",21
"789","2014-07-21","desejo_mudanca","NS/NR*","condicao_municipio","CAPITAL",2
"790","2014-07-21","desejo_mudanca","Quer mudança","condicao_municipio","INTERIOR",66
"791","2014-07-21","desejo_mudanca","Quer continuidade","condicao_municipio","INTERIOR",32
"792","2014-07-21","desejo_mudanca","NS/NR*","condicao_municipio","INTERIOR",2
"793","2014-07-21","desejo_mudanca","Quer mudança","condicao_municipio","PERIFERIA",76
"794","2014-07-21","desejo_mudanca","Quer continuidade","condicao_municipio","PERIFERIA",21
"795","2014-07-21","desejo_mudanca","NS/NR*","condicao_municipio","PERIFERIA",3
"796","2014-07-21","rejeicao","Dilma Rousseff","condicao_municipio","CAPITAL",41
"797","2014-07-21","rejeicao","Aécio Neves","condicao_municipio","CAPITAL",15
"798","2014-07-21","rejeicao","Pastor Everaldo","condicao_municipio","CAPITAL",12
"799","2014-07-21","rejeicao","Eduardo Campos","condicao_municipio","CAPITAL",9
"800","2014-07-21","rejeicao","Dilma Rousseff","condicao_municipio","INTERIOR",34
"801","2014-07-21","rejeicao","Aécio Neves","condicao_municipio","INTERIOR",17
"802","2014-07-21","rejeicao","Pastor Everaldo","condicao_municipio","INTERIOR",11
"803","2014-07-21","rejeicao","Eduardo Campos","condicao_municipio","INTERIOR",9
"804","2014-07-21","rejeicao","Dilma Rousseff","condicao_municipio","PERIFERIA",35
"805","2014-07-21","rejeicao","Aécio Neves","condicao_municipio","PERIFERIA",16
"806","2014-07-21","rejeicao","Pastor Everaldo","condicao_municipio","PERIFERIA",8
"807","2014-07-21","rejeicao","Eduardo Campos","condicao_municipio","PERIFERIA",2
"808","2014-07-21","2turno_aecio","Aécio Neves","condicao_municipio","CAPITAL",35
"809","2014-07-21","2turno_aecio","Branco e Nulo","condicao_municipio","CAPITAL",21
"810","2014-07-21","2turno_aecio","Dilma Rousseff","condicao_municipio","CAPITAL",37
"811","2014-07-21","2turno_aecio","NS/NR*","condicao_municipio","CAPITAL",8
"812","2014-07-21","2turno_aecio","Aécio Neves","condicao_municipio","INTERIOR",32
"813","2014-07-21","2turno_aecio","Branco e Nulo","condicao_municipio","INTERIOR",15
"814","2014-07-21","2turno_aecio","Dilma Rousseff","condicao_municipio","INTERIOR",44
"815","2014-07-21","2turno_aecio","NS/NR*","condicao_municipio","INTERIOR",8
"816","2014-07-21","2turno_aecio","Aécio Neves","condicao_municipio","PERIFERIA",37
"817","2014-07-21","2turno_aecio","Branco e Nulo","condicao_municipio","PERIFERIA",21
"818","2014-07-21","2turno_aecio","Dilma Rousseff","condicao_municipio","PERIFERIA",33
"819","2014-07-21","2turno_aecio","NS/NR*","condicao_municipio","PERIFERIA",9
"820","2014-07-21","2turno_campos","Branco e Nulo","condicao_municipio","CAPITAL",22
"821","2014-07-21","2turno_campos","Dilma Rousseff","condicao_municipio","CAPITAL",39
"822","2014-07-21","2turno_campos","Eduardo Campos","condicao_municipio","CAPITAL",29
"823","2014-07-21","2turno_campos","NS/NR*","condicao_municipio","CAPITAL",10
"824","2014-07-21","2turno_campos","Branco e Nulo","condicao_municipio","INTERIOR",17
"825","2014-07-21","2turno_campos","Dilma Rousseff","condicao_municipio","INTERIOR",43
"826","2014-07-21","2turno_campos","Eduardo Campos","condicao_municipio","INTERIOR",29
"827","2014-07-21","2turno_campos","NS/NR*","condicao_municipio","INTERIOR",10
"828","2014-07-21","2turno_campos","Branco e Nulo","condicao_municipio","PERIFERIA",28
"829","2014-07-21","2turno_campos","Dilma Rousseff","condicao_municipio","PERIFERIA",35
"830","2014-07-21","2turno_campos","Eduardo Campos","condicao_municipio","PERIFERIA",28
"831","2014-07-21","2turno_campos","NS/NR*","condicao_municipio","PERIFERIA",9
"832","2014-07-21","favorito","Aécio Neves","condicao_municipio","CAPITAL",17
"833","2014-07-21","favorito","Dilma Rousseff","condicao_municipio","CAPITAL",50
"834","2014-07-21","favorito","Eduardo Campos","condicao_municipio","CAPITAL",5
"835","2014-07-21","favorito","NS/NR*","condicao_municipio","CAPITAL",25
"836","2014-07-21","favorito","Outros","condicao_municipio","CAPITAL",2
"837","2014-07-21","favorito","Aécio Neves","condicao_municipio","INTERIOR",16
"838","2014-07-21","favorito","Dilma Rousseff","condicao_municipio","INTERIOR",56
"839","2014-07-21","favorito","Eduardo Campos","condicao_municipio","INTERIOR",4
"840","2014-07-21","favorito","NS/NR*","condicao_municipio","INTERIOR",22
"841","2014-07-21","favorito","Outros","condicao_municipio","INTERIOR",1
"842","2014-07-21","favorito","Aécio Neves","condicao_municipio","PERIFERIA",14
"843","2014-07-21","favorito","Dilma Rousseff","condicao_municipio","PERIFERIA",50
"844","2014-07-21","favorito","Eduardo Campos","condicao_municipio","PERIFERIA",5
"845","2014-07-21","favorito","NS/NR*","condicao_municipio","PERIFERIA",28
"846","2014-07-21","favorito","Outros","condicao_municipio","PERIFERIA",2
"847","2014-07-21","vida_hoje","Satisfeito","regiao","NORDESTE",84
"848","2014-07-21","vida_hoje","Insatisfeito","regiao","NORDESTE",16
"849","2014-07-21","vida_hoje","NS/NR*","regiao","NORDESTE",0
"850","2014-07-21","vida_hoje","Satisfeito","regiao","NORTE-CENTRO-OESTE",78
"851","2014-07-21","vida_hoje","Insatisfeito","regiao","NORTE-CENTRO-OESTE",22
"852","2014-07-21","vida_hoje","NS/NR*","regiao","NORTE-CENTRO-OESTE",1
"853","2014-07-21","vida_hoje","Satisfeito","regiao","SUDESTE",77
"854","2014-07-21","vida_hoje","Insatisfeito","regiao","SUDESTE",22
"855","2014-07-21","vida_hoje","NS/NR*","regiao","SUDESTE",0
"856","2014-07-21","vida_hoje","Satisfeito","regiao","SUL",74
"857","2014-07-21","vida_hoje","Insatisfeito","regiao","SUL",26
"858","2014-07-21","vida_hoje","NS/NR*","regiao","SUL",0
"859","2014-07-21","interesse","Tem muito interesse","regiao","NORDESTE",18
"860","2014-07-21","interesse","Tem médio interesse","regiao","NORDESTE",26
"861","2014-07-21","interesse","Não tem interesse","regiao","NORDESTE",55
"862","2014-07-21","interesse","NS/NR*","regiao","NORDESTE",1
"863","2014-07-21","interesse","Tem muito interesse","regiao","NORTE-CENTRO-OESTE",18
"864","2014-07-21","interesse","Tem médio interesse","regiao","NORTE-CENTRO-OESTE",29
"865","2014-07-21","interesse","Não tem interesse","regiao","NORTE-CENTRO-OESTE",54
"866","2014-07-21","interesse","NS/NR*","regiao","NORTE-CENTRO-OESTE",0
"867","2014-07-21","interesse","Tem muito interesse","regiao","SUDESTE",18
"868","2014-07-21","interesse","Tem médio interesse","regiao","SUDESTE",27
"869","2014-07-21","interesse","Não tem interesse","regiao","SUDESTE",56
"870","2014-07-21","interesse","NS/NR*","regiao","SUDESTE",0
"871","2014-07-21","interesse","Tem muito interesse","regiao","SUL",14
"872","2014-07-21","interesse","Tem médio interesse","regiao","SUL",28
"873","2014-07-21","interesse","Não tem interesse","regiao","SUL",57
"874","2014-07-21","interesse","NS/NR*","regiao","SUL",1
"875","2014-07-21","intencao_espontanea","Aécio Neves","regiao","NORDESTE",5
"876","2014-07-21","intencao_espontanea","Branco e Nulo","regiao","NORDESTE",13
"877","2014-07-21","intencao_espontanea","Dilma Rousseff","regiao","NORDESTE",39
"878","2014-07-21","intencao_espontanea","Eduardo Campos","regiao","NORDESTE",6
"879","2014-07-21","intencao_espontanea","NS/NR*","regiao","NORDESTE",35
"880","2014-07-21","intencao_espontanea","Outros","regiao","NORDESTE",2
"881","2014-07-21","intencao_espontanea","Aécio Neves","regiao","NORTE-CENTRO-OESTE",15
"882","2014-07-21","intencao_espontanea","Branco e Nulo","regiao","NORTE-CENTRO-OESTE",14
"883","2014-07-21","intencao_espontanea","Dilma Rousseff","regiao","NORTE-CENTRO-OESTE",23
"884","2014-07-21","intencao_espontanea","Eduardo Campos","regiao","NORTE-CENTRO-OESTE",5
"885","2014-07-21","intencao_espontanea","NS/NR*","regiao","NORTE-CENTRO-OESTE",41
"886","2014-07-21","intencao_espontanea","Outros","regiao","NORTE-CENTRO-OESTE",1
"887","2014-07-21","intencao_espontanea","Aécio Neves","regiao","SUDESTE",16
"888","2014-07-21","intencao_espontanea","Branco e Nulo","regiao","SUDESTE",20
"889","2014-07-21","intencao_espontanea","Dilma Rousseff","regiao","SUDESTE",21
"890","2014-07-21","intencao_espontanea","Eduardo Campos","regiao","SUDESTE",4
"891","2014-07-21","intencao_espontanea","NS/NR*","regiao","SUDESTE",37
"892","2014-07-21","intencao_espontanea","Outros","regiao","SUDESTE",3
"893","2014-07-21","intencao_espontanea","Aécio Neves","regiao","SUL",12
"894","2014-07-21","intencao_espontanea","Branco e Nulo","regiao","SUL",18
"895","2014-07-21","intencao_espontanea","Dilma Rousseff","regiao","SUL",18
"896","2014-07-21","intencao_espontanea","Eduardo Campos","regiao","SUL",2
"897","2014-07-21","intencao_espontanea","NS/NR*","regiao","SUL",50
"898","2014-07-21","intencao_espontanea","Outros","regiao","SUL",1
"899","2014-07-21","intencao_estimulada","Aécio Neves","regiao","NORDESTE",9
"900","2014-07-21","intencao_estimulada","Branco e Nulo","regiao","NORDESTE",11
"901","2014-07-21","intencao_estimulada","Dilma Rousseff","regiao","NORDESTE",55
"902","2014-07-21","intencao_estimulada","Eduardo Campos","regiao","NORDESTE",11
"903","2014-07-21","intencao_estimulada","NS/NR*","regiao","NORDESTE",8
"904","2014-07-21","intencao_estimulada","Outros","regiao","NORDESTE",5
"905","2014-07-21","intencao_estimulada","Pastor Everaldo","regiao","NORDESTE",2
"906","2014-07-21","intencao_estimulada","Aécio Neves","regiao","NORTE-CENTRO-OESTE",25
"907","2014-07-21","intencao_estimulada","Branco e Nulo","regiao","NORTE-CENTRO-OESTE",13
"908","2014-07-21","intencao_estimulada","Dilma Rousseff","regiao","NORTE-CENTRO-OESTE",34
"909","2014-07-21","intencao_estimulada","Eduardo Campos","regiao","NORTE-CENTRO-OESTE",9
"910","2014-07-21","intencao_estimulada","NS/NR*","regiao","NORTE-CENTRO-OESTE",12
"911","2014-07-21","intencao_estimulada","Outros","regiao","NORTE-CENTRO-OESTE",4
"912","2014-07-21","intencao_estimulada","Pastor Everaldo","regiao","NORTE-CENTRO-OESTE",2
"913","2014-07-21","intencao_estimulada","Aécio Neves","regiao","SUDESTE",28
"914","2014-07-21","intencao_estimulada","Branco e Nulo","regiao","SUDESTE",19
"915","2014-07-21","intencao_estimulada","Dilma Rousseff","regiao","SUDESTE",32
"916","2014-07-21","intencao_estimulada","Eduardo Campos","regiao","SUDESTE",6
"917","2014-07-21","intencao_estimulada","NS/NR*","regiao","SUDESTE",8
"918","2014-07-21","intencao_estimulada","Outros","regiao","SUDESTE",4
"919","2014-07-21","intencao_estimulada","Pastor Everaldo","regiao","SUDESTE",3
"920","2014-07-21","intencao_estimulada","Aécio Neves","regiao","SUL",26
"921","2014-07-21","intencao_estimulada","Branco e Nulo","regiao","SUL",16
"922","2014-07-21","intencao_estimulada","Dilma Rousseff","regiao","SUL",30
"923","2014-07-21","intencao_estimulada","Eduardo Campos","regiao","SUL",9
"924","2014-07-21","intencao_estimulada","NS/NR*","regiao","SUL",10
"925","2014-07-21","intencao_estimulada","Outros","regiao","SUL",5
"926","2014-07-21","intencao_estimulada","Pastor Everaldo","regiao","SUL",4
"927","2014-07-21","avaliacao_governo","Ótimo e bom","regiao","NORDESTE",43
"928","2014-07-21","avaliacao_governo","Regular","regiao","NORDESTE",36
"929","2014-07-21","avaliacao_governo","Ruim e péssimo","regiao","NORDESTE",20
"930","2014-07-21","avaliacao_governo","NS/NR*","regiao","NORDESTE",1
"931","2014-07-21","avaliacao_governo","Ótimo e bom","regiao","NORTE-CENTRO-OESTE",25
"932","2014-07-21","avaliacao_governo","Regular","regiao","NORTE-CENTRO-OESTE",33
"933","2014-07-21","avaliacao_governo","Ruim e péssimo","regiao","NORTE-CENTRO-OESTE",41
"934","2014-07-21","avaliacao_governo","NS/NR*","regiao","NORTE-CENTRO-OESTE",1
"935","2014-07-21","avaliacao_governo","Ótimo e bom","regiao","SUDESTE",26
"936","2014-07-21","avaliacao_governo","Regular","regiao","SUDESTE",35
"937","2014-07-21","avaliacao_governo","Ruim e péssimo","regiao","SUDESTE",38
"938","2014-07-21","avaliacao_governo","NS/NR*","regiao","SUDESTE",1
"939","2014-07-21","avaliacao_governo","Ótimo e bom","regiao","SUL",28
"940","2014-07-21","avaliacao_governo","Regular","regiao","SUL",39
"941","2014-07-21","avaliacao_governo","Ruim e péssimo","regiao","SUL",32
"942","2014-07-21","avaliacao_governo","NS/NR*","regiao","SUL",0
"943","2014-07-21","aprova_dilma","Aprova","regiao","NORDESTE",61
"944","2014-07-21","aprova_dilma","Desaprova","regiao","NORDESTE",35
"945","2014-07-21","aprova_dilma","NS/NR*","regiao","NORDESTE",5
"946","2014-07-21","aprova_dilma","Aprova","regiao","NORTE-CENTRO-OESTE",37
"947","2014-07-21","aprova_dilma","Desaprova","regiao","NORTE-CENTRO-OESTE",54
"948","2014-07-21","aprova_dilma","NS/NR*","regiao","NORTE-CENTRO-OESTE",9
"949","2014-07-21","aprova_dilma","Aprova","regiao","SUDESTE",35
"950","2014-07-21","aprova_dilma","Desaprova","regiao","SUDESTE",59
"951","2014-07-21","aprova_dilma","NS/NR*","regiao","SUDESTE",6
"952","2014-07-21","aprova_dilma","Aprova","regiao","SUL",45
"953","2014-07-21","aprova_dilma","Desaprova","regiao","SUL",51
"954","2014-07-21","aprova_dilma","NS/NR*","regiao","SUL",4
"955","2014-07-21","desejo_mudanca","Quer mudança","regiao","NORDESTE",65
"956","2014-07-21","desejo_mudanca","Quer continuidade","regiao","NORDESTE",32
"957","2014-07-21","desejo_mudanca","NS/NR*","regiao","NORDESTE",3
"958","2014-07-21","desejo_mudanca","Quer mudança","regiao","NORTE-CENTRO-OESTE",70
"959","2014-07-21","desejo_mudanca","Quer continuidade","regiao","NORTE-CENTRO-OESTE",26
"960","2014-07-21","desejo_mudanca","NS/NR*","regiao","NORTE-CENTRO-OESTE",4
"961","2014-07-21","desejo_mudanca","Quer mudança","regiao","SUDESTE",74
"962","2014-07-21","desejo_mudanca","Quer continuidade","regiao","SUDESTE",25
"963","2014-07-21","desejo_mudanca","NS/NR*","regiao","SUDESTE",1
"964","2014-07-21","desejo_mudanca","Quer mudança","regiao","SUL",71
"965","2014-07-21","desejo_mudanca","Quer continuidade","regiao","SUL",28
"966","2014-07-21","desejo_mudanca","NS/NR*","regiao","SUL",1
"967","2014-07-21","rejeicao","Dilma Rousseff","regiao","NORDESTE",21
"968","2014-07-21","rejeicao","Aécio Neves","regiao","NORDESTE",20
"969","2014-07-21","rejeicao","Pastor Everaldo","regiao","NORDESTE",14
"970","2014-07-21","rejeicao","Eduardo Campos","regiao","NORDESTE",14
"971","2014-07-21","rejeicao","Dilma Rousseff","regiao","NORTE-CENTRO-OESTE",44
"972","2014-07-21","rejeicao","Aécio Neves","regiao","NORTE-CENTRO-OESTE",16
"973","2014-07-21","rejeicao","Pastor Everaldo","regiao","NORTE-CENTRO-OESTE",9
